단어,발음기호,한국어발음,분류,품사,뜻,예문,예문해석,예문2,예문2해석,예문3,예문3해석,예문4,예문4해석
student,/ˈstuːdnt/,스[투]ː든트,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,학생,A **student** volunteered to read the first paragraph.,한 학생이 첫 문단을 읽겠다고 자원했다.,,,,,,
spiral notebook,/ˈspaɪrəl noʊtbʊk/,스[파]이럴 노웃북,13-2 Classroom and Teaching Tools 교실과 수업 도구,구,스프링 공책,I use a **spiral notebook** for science notes.,나는 과학 필기에 스프링 공책을 사용한다.,,,,,,
mechanical pencil,/məˈkænɪkl pensl/,머[캐]니클 펜슬,13-2 Classroom and Teaching Tools 교실과 수업 도구,구,샤프 연필,My **mechanical pencil** needs more lead.,내 샤프펜슬에 심을 더 넣어야 한다.,,,,,,
notebook,/ˈnoʊtbʊk/,[노]웃북,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,공책,She wrote the homework in her **notebook**.,그녀는 공책에 숙제를 적었다.,,,,,,
ruler,/ˈruːlər/,[룰]ː러,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,자,Use a **ruler** to draw a straight line.,자를 사용해 직선을 그리세요.,,,,,,
highlighter,/ˈhaɪlaɪtər/,[하]이라이터,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,형광펜,I marked the key sentence with a yellow **highlighter**.,나는 노란 형광펜으로 핵심 문장을 표시했다.,,,,,,
crayon,/ˈkreɪɑːn/,크[레]이안ː,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,크레용,The child drew a rainbow with a **crayon**.,아이는 크레용으로 무지개를 그렸다.,,,,,,
glue stick,/ɡluː stɪk/,글[루]ː 스틱,13-2 Classroom and Teaching Tools 교실과 수업 도구,구,딱풀,A **glue stick** is less messy than liquid glue.,딱풀은 액체 풀보다 덜 지저분하다.,,,,,,
scissors,/ˈsɪzərz/,[시]저즈,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,가위,"These **scissors** are sharp, so handle them carefully.",이 가위는 날카로우니 조심해서 다루세요.,,,,,,
desk lamp,/desk læmp/,[데]스크 램프,13-2 Classroom and Teaching Tools 교실과 수업 도구,구,책상 스탠드,The **desk lamp** makes it easier to read at night.,책상 스탠드는 밤에 책을 읽기 쉽게 해 준다.,,,,,,
calendar,/ˈkæləndər/,[캘]린더,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,달력,The class trip is marked on the **calendar**.,학급 여행 날짜가 달력에 표시되어 있다.,,,,,,
attendance,/əˈtendəns/,어[텐]던스,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,출석,The teacher took **attendance** before the lesson began.,선생님은 수업이 시작되기 전에 출석을 확인했다.,,,,,,
homework,/ˈhoʊmwɜːrk/,[호]움워ː크,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,숙제,I finished my **homework** before dinner.,나는 저녁 식사 전에 숙제를 끝냈다.,,,,,,
"exam, test","/ɪɡˈzæm/, /test/",이그[잼] / [테]스트,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,시험,We have an **exam** on Friday morning.,우리는 금요일 아침에 시험이 있다.,,,,,,
grade,/ɡreɪd/,그[레]이드,13-2 Classroom and Teaching Tools 교실과 수업 도구,명/동,명: ① 학년 ② 성적; 등급 / 동: 채점하다; 등급을 매기다,My daughter is in the third **grade**.,내 딸은 3학년이다.,I received a good **grade** on the test.,나는 시험에서 좋은 성적을 받았다.,The teacher will **grade** the essays this weekend.,선생님은 이번 주말에 에세이를 채점할 것이다.,,
lesson,/ˈlesn/,[레]슨,13-2 Classroom and Teaching Tools 교실과 수업 도구,명,수업,Today’s **lesson** was easy to understand.,오늘 수업은 이해하기 쉬웠다.,,,,,,
"schedule, timetable","/ˈskedʒuːl/, /ˈtaɪmteɪbl/",스[케]주ː얼 / [타]임테이블,13-2 Classroom and Teaching Tools 교실과 수업 도구,명/동,명: 일정; 시간표 / 동: 일정을 잡다,The new class **schedule** begins next Monday.,새 수업 시간표는 다음 주 월요일부터 적용된다.,We **scheduled** the parent meeting for Friday.,우리는 학부모 회의를 금요일로 잡았다.,,,,
writing,/ˈraɪtɪŋ/,[라]이팅,13-3 Writing and Sentences 글쓰기와 문장,명,글쓰기,Clear **writing** is important at work.,직장에서는 명확한 글쓰기가 중요하다.,,,,,,
essay,/ˈeseɪ/,[에]세이,13-3 Writing and Sentences 글쓰기와 문장,명,에세이; 수필,I wrote an **essay** for class.,나는 수업을 위해 에세이를 썼다.,,,,,,
report,/rɪˈpɔːrt/,리[포]ː트,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 리포트; 보고서 / 동: 보고하다,I finished the **report** before lunch.,나는 점심 전에 보고서를 끝냈다.,Please **report** the problem to your manager.,그 문제를 관리자에게 보고해 주세요.,,,,
paragraph,/ˈpærəɡræf/,[패]러그래프,13-3 Writing and Sentences 글쓰기와 문장,명,문단,Our class assignment was to write a **paragraph**.,수업 과제는 문단 하나를 쓰는 것이었다.,,,,,,
sentence,/ˈsentəns/,[센]턴스,13-3 Writing and Sentences 글쓰기와 문장,명,문장,Writing the **sentence** took me two evenings.,그 문장을 쓰는 데 이틀 저녁이 걸렸다.,,,,,,
word,/wɜːrd/,[워]ː드,13-3 Writing and Sentences 글쓰기와 문장,명,단어,"A **word** can express an idea, action, or feeling.","단어는 생각, 행동 또는 감정을 표현할 수 있다.",,,,,,
letter,/ˈletər/,[레]터,13-3 Writing and Sentences 글쓰기와 문장,명,글자(낱자); 편지,The teacher asked us to write each **letter** clearly.,선생님은 각 글자를 또렷하게 쓰라고 하셨다.,,,,,,
character,/ˈkærəktər/,[캐]릭터,13-3 Writing and Sentences 글쓰기와 문장,명,글자; 문자; 성격,The password must contain eight **characters**.,비밀번호에는 여덟 글자가 들어가야 한다.,,,,,,
phrase,/freɪz/,프[레]이즈,13-3 Writing and Sentences 글쓰기와 문장,명,구절,Please use this **phrase** in a sentence.,이 구절을 문장에 사용해 주세요.,,,,,,
chapter,/ˈtʃæptər/,[챕]터,13-3 Writing and Sentences 글쓰기와 문장,명,장(章),I read the first **chapter** last night.,나는 어젯밤 첫 장을 읽었다.,,,,,,
title,/ˈtaɪtl/,[타]이틀,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 제목 / 동: 제목을 붙이다,A clear **title** makes the report easier to follow.,명확한 제목은 보고서를 이해하기 쉽게 한다.,She **titled** the report “Customer Trends.”,그녀는 보고서 제목을 “고객 동향”이라고 붙였다.,,,,
topic,/ˈtɑːpɪk/,[타]ː픽,13-3 Writing and Sentences 글쓰기와 문장,명,주제,Customer service is the main **topic** of the report.,고객 서비스는 그 보고서의 주요 주제이다.,,,,,,
content,/ˈkɑːntent/,[칸]ː텐트,13-3 Writing and Sentences 글쓰기와 문장,명,내용,The report contains useful **content**.,그 보고서에는 유용한 내용이 담겨 있다.,,,,,,
structure,/ˈstrʌktʃər/,스트[럭]처,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 구조; 구성 / 동: 구성하다; 체계화하다,We improved the **structure** before submitting the report.,보고서를 제출하기 전에 구조를 개선했다.,Please **structure** the presentation clearly.,발표를 명확하게 구성해 주세요.,,,,
introduction,/ˌɪntrəˈdʌkʃn/,인트러[덕]션,13-3 Writing and Sentences 글쓰기와 문장,명,서론; 소개,The **introduction** explains the purpose of the report.,서론은 보고서의 목적을 설명한다.,,,,,,
body,/ˈbɑːdi/,[바]ː디,13-3 Writing and Sentences 글쓰기와 문장,명,본론; 몸,Supporting details belong in the **body** of the essay.,뒷받침하는 세부 내용은 에세이의 본론에 들어간다.,,,,,,
conclusion,/kənˈkluːʒn/,컨클[루]ː전,13-3 Writing and Sentences 글쓰기와 문장,명,결론,The **conclusion** summarizes the main point.,결론은 핵심 내용을 요약한다.,,,,,,
summary,/ˈsʌməri/,[서]머리,13-3 Writing and Sentences 글쓰기와 문장,명,요약,I wrote a short **summary** of the meeting.,나는 회의 내용을 짧게 요약해 썼다.,,,,,,
draft,/dræft/,드[래]프트,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 초안 / 동: 초안을 쓰다,I finished the first **draft** of the email.,나는 이메일의 첫 초안을 완성했다.,I **drafted** the email before lunch.,나는 점심 전에 이메일 초안을 썼다.,,,,
outline,/ˈaʊtlaɪn/,[아]웃라인,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 개요; 윤곽 / 동: 개요를 작성하다; 요약해 설명하다,I made an **outline** before writing the report.,나는 보고서를 쓰기 전에 개요를 만들었다.,Please **outline** the main points first.,먼저 주요 내용을 개요로 정리해 주세요.,,,,
paraphrase,/ˈpærəfreɪz/,[패]러프레이즈,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 바꿔 쓰기; 의역 / 동: 바꿔 쓰다; 의역하다,This sentence is a **paraphrase** of the original.,이 문장은 원문을 바꿔 쓴 것이다.,Please **paraphrase** the sentence in simple English.,그 문장을 쉬운 영어로 바꿔 써 주세요.,,,,
quotation,/kwoʊˈteɪʃn/,쿠오우[테]이션,13-3 Writing and Sentences 글쓰기와 문장,명,인용,The essay includes a short **quotation**.,그 에세이에는 짧은 인용문이 들어 있다.,,,,,,
reference,/ˈrefrəns/,[레]프런스,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 참고 자료; 참고문헌; 참조 / 동: 참조하다; 참고문헌으로 인용하다,The report includes several **references**.,그 보고서에는 참고문헌이 여러 개 포함되어 있다.,Please **reference** the source in your report.,보고서에 그 출처를 인용해 주세요.,,,,
indentation,/ˌɪndenˈteɪʃn/,인덴[테]이션,13-3 Writing and Sentences 글쓰기와 문장,명,들여쓰기,Use **indentation** at the start of each paragraph.,각 문단의 시작에 들여쓰기를 사용하세요.,,,,,,
margin,/ˈmɑːrdʒɪn/,[마]ː진,13-3 Writing and Sentences 글쓰기와 문장,명,여백,Leave a wide **margin** on the left.,왼쪽에 넓은 여백을 남기세요.,,,,,,
footnote,/ˈfʊtnoʊt/,[풋]노웃,13-3 Writing and Sentences 글쓰기와 문장,명,각주,The source is listed in a **footnote**.,그 출처는 각주에 적혀 있다.,,,,,,
grammar,/ˈɡræmər/,그[래]머,13-3 Writing and Sentences 글쓰기와 문장,명,문법,This sentence may have a problem with its **grammar**.,이 문장에는 문법 오류가 있을 수 있다.,,,,,,
spelling,/ˈspelɪŋ/,스[펠]링,13-3 Writing and Sentences 글쓰기와 문장,명,철자,Please check the **spelling** of this word.,이 단어의 철자를 확인해 주세요.,,,,,,
vocabulary,/voʊˈkæbjəleri/,보우[캐]뷸레리,13-3 Writing and Sentences 글쓰기와 문장,명,어휘,Reading helps you build your **vocabulary**.,독서는 어휘력을 늘리는 데 도움이 된다.,,,,,,
noun,/naʊn/,[나]운,13-3 Writing and Sentences 글쓰기와 문장,명,명사,"A **noun** names a person, place, or thing.","명사는 사람, 장소 또는 사물의 이름을 나타낸다.",,,,,,
verb,/vɜːrb/,[버]ː브,13-3 Writing and Sentences 글쓰기와 문장,명,동사,A **verb** shows an action or state.,동사는 행동이나 상태를 나타낸다.,,,,,,
adjective,/ˈædʒɪktɪv/,[애]직티브,13-3 Writing and Sentences 글쓰기와 문장,명,형용사,An **adjective** describes a noun.,형용사는 명사를 꾸민다.,,,,,,
adverb,/ˈædvɜːrb/,[애]드버ː브,13-3 Writing and Sentences 글쓰기와 문장,명,부사,An **adverb** often describes a verb.,부사는 흔히 동사를 꾸민다.,,,,,,
pronoun,/ˈproʊnaʊn/,프[로]우나운,13-3 Writing and Sentences 글쓰기와 문장,명,대명사,A **pronoun** can replace a noun.,대명사는 명사를 대신할 수 있다.,,,,,,
preposition,/ˌprepəˈzɪʃn/,프레퍼[지]션,13-3 Writing and Sentences 글쓰기와 문장,명,전치사,“In” is a common **preposition**.,“in”은 흔히 쓰이는 전치사다.,,,,,,
conjunction,/kənˈdʒʌŋkʃn/,컨[정]션,13-3 Writing and Sentences 글쓰기와 문장,명,접속사,“And” is a common **conjunction**.,“and”는 흔히 쓰이는 접속사다.,,,,,,
article,/ˈɑːrtɪkl/,[아]ː티클,13-3 Writing and Sentences 글쓰기와 문장,명,① 관사 ② 기사; 글,“The” is a definite **article**.,“the”는 정관사이다.,I read an interesting **article** about remote work.,나는 원격근무에 관한 흥미로운 기사를 읽었다.,,,,
subject,/ˈsʌbdʒɪkt/,[서]브직트,13-3 Writing and Sentences 글쓰기와 문장,명,① 주어 ② 과목 ③ 주제,Most English sentences have a **subject**.,대부분의 영어 문장에는 주어가 있다.,Math was my favorite **subject** at school.,수학은 학교에서 내가 가장 좋아한 과목이었다.,The main **subject** of the meeting was the budget.,회의의 주요 주제는 예산이었다.,,
object,/ˈɑːbdʒɪkt/,[아]ː브직트,13-3 Writing and Sentences 글쓰기와 문장,명,목적어,The **object** comes after the verb in this sentence.,이 문장에서는 목적어가 동사 뒤에 온다.,,,,,,
tense,/tens/,[텐]스,13-3 Writing and Sentences 글쓰기와 문장,명,시제,This sentence is in the past **tense**.,이 문장은 과거 시제다.,,,,,,
write,/raɪt/,[라]이트,13-3 Writing and Sentences 글쓰기와 문장,동,쓰다,I **write** a short report every Friday.,나는 매주 금요일 짧은 보고서를 쓴다.,,,,,,
edit,/ˈedɪt/,[에]딧,13-3 Writing and Sentences 글쓰기와 문장,동,편집하다; 고치다,Please **edit** the document before sending it.,문서를 보내기 전에 편집해 주세요.,,,,,,
revise,/rɪˈvaɪz/,리[바]이즈,13-3 Writing and Sentences 글쓰기와 문장,동,수정하다,We **revised** the schedule after the meeting.,우리는 회의 후 일정을 수정했다.,,,,,,
proofread,/ˈpruːfriːd/,프[루]ː프리ː드,13-3 Writing and Sentences 글쓰기와 문장,동,교정하다,Please **proofread** the email carefully.,이메일을 꼼꼼히 교정해 주세요.,,,,,,
handwriting,/ˈhændraɪtɪŋ/,[핸]드라이팅,13-3 Writing and Sentences 글쓰기와 문장,명,손글씨,Her **handwriting** is easy to read.,그녀의 손글씨는 읽기 쉽다.,,,,,,
signature,/ˈsɪɡnətʃər/,[시]그너처,13-3 Writing and Sentences 글쓰기와 문장,명,서명,Please add your **signature** at the bottom.,아래쪽에 서명을 해 주세요.,,,,,,
note,/noʊt/,[노]웃,13-3 Writing and Sentences 글쓰기와 문장,명/동,명: 메모; 주석 / 동: 메모하다; 주목하다,I left a short **note** on the teacher’s desk.,나는 선생님 책상 위에 짧은 메모를 남겼다.,Please **note** the new deadline.,새 마감일을 메모하고 유의해 주세요.,,,,
diary,/ˈdaɪəri/,[다]이어리,13-3 Writing and Sentences 글쓰기와 문장,명,일기,I write in my **diary** every night.,나는 매일 밤 일기를 쓴다.,,,,,,
composition,/ˌkɑːmpəˈzɪʃn/,캄ː퍼[지]션,13-3 Writing and Sentences 글쓰기와 문장,명,① 작문 ② 구성; 구조,I wrote a short **composition** for class.,나는 수업을 위해 짧은 작문을 썼다.,"This year, the team’s **composition** changed.",올해 팀의 구성이 바뀌었다.,,,,
punctuation,/ˌpʌŋktʃuˈeɪʃn/,펑크추[에]이션,13-4 Punctuation and Symbols 문장부호와 기호,명,구두점,Check the **punctuation** before you submit the report.,보고서를 제출하기 전에 구두점을 확인하세요.,,,,,,
"period, full stop","/ˈpɪriəd/, /fʊl stɑːp/",[피]리어드 / [풀] 스탑ː,13-4 Punctuation and Symbols 문장부호와 기호,명,마침표(미국/영국),Put a **period** at the end of the sentence.,문장 끝에 마침표를 찍으세요.,,,,,,
comma,/ˈkɑːmə/,[카]ː머,13-4 Punctuation and Symbols 문장부호와 기호,명,쉼표,Put a **comma** after the first phrase.,첫 구절 뒤에 쉼표를 찍으세요.,,,,,,
question mark,/ˈkwestʃən mɑːrk/,쿠[에]스천 마ː크,13-4 Punctuation and Symbols 문장부호와 기호,구,물음표,The sentence ends with a **question mark**.,그 문장은 물음표로 끝난다.,,,,,,
"exclamation mark, exclamation point","/ˌekskləˈmeɪʃn mɑːrk/, /ˌekskləˈmeɪʃn pɔɪnt/",엑스클러[메]이션 마ː크 / 엑스클러[메]이션 포인트,13-4 Punctuation and Symbols 문장부호와 기호,구,느낌표,Use an **exclamation mark** to show strong feeling.,강한 감정을 나타낼 때 느낌표를 사용하세요.,,,,,,
